link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link,instrument_title,section_name,legislation_top_link
3689,641,Section 208–Unlawful,1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy as at 30 November 2008 Section 208–Unlawful sodomy as,https://www.legislation.qld.gov.au/view/html/2008-11-30/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3690,641,Section 208–Unlawful,June 1997 Section 208–Unlawful sodomy as at 30 November 2008 Section 208–Unlawful sodomy as at 28 April 2013 Section 208–Unlawful sodomy as,https://www.legislation.qld.gov.au/view/html/2013-04-28/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3691,641,Section 208–Unlawful,November 2008 Section 208–Unlawful sodomy as at 28 April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes,https://www.legislation.qld.gov.au/view/html/2016-09-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3692,641,Section 11–Effect,April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 11,https://jade.io/article/529633
3693,641,Section 229–Knowledge,at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section 215–Engaging in penile intercourse with child,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 229,https://jade.io/article/529633
3694,641,Section 215–Engaging,11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section 215–Engaging in penile intercourse with child under 16(current) Section 349–Rape(current) Acts,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 215,https://jade.io/article/529633
3695,641,Section 349–Rape(current),Immaterial(current) Section 215–Engaging in penile intercourse with child under 16(current) Section 349–Rape(current) Acts Interpretation Act 1954 (Qld) Section 20– Saving of operation,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 349,https://jade.io/article/529633
3696,641,Section 20–,child under 16(current) Section 349–Rape(current) Acts Interpretation Act 1954 (Qld) Section 20– Saving of operation of repealed Act etc(current) 11.33.1 Commentary [Last,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1954-003,qld,,Acts Interpretation Act 1954 (QLD),Section 20,https://jade.io/article/529695
3719,653,Section 208–Unlawful,at 2 July 1989 Section 208–as at 18 January 1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy,https://www.legislation.qld.gov.au/view/html/1997-06-30/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3720,653,Section 208–Unlawful,1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy as at 30 November 2008 Section 208–Unlawful sodomy as,https://www.legislation.qld.gov.au/view/html/2008-11-30/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3721,653,Section 208–Unlawful,June 1997 Section 208–Unlawful sodomy as at 30 November 2008 Section 208–Unlawful sodomy as at 28 April 2013 Section 208–Unlawful sodomy as,https://www.legislation.qld.gov.au/view/html/2013-04-28/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3722,653,Section 208–Unlawful,November 2008 Section 208–Unlawful sodomy as at 28 April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes,https://www.legislation.qld.gov.au/view/html/2016-09-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 208,https://jade.io/article/529633
3723,653,Section 11–Effect,April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 11,https://jade.io/article/529633
3724,653,Section 229–Knowledge,at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section 215–Engaging in penile intercourse with child,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 229,https://jade.io/article/529633
3725,653,Section 215–Engaging,11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section 215–Engaging in penile intercourse with child under 16(current) Section 349–Rape(current) Acts,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 215,https://jade.io/article/529633
3726,653,Section 349–Rape(current),Immaterial(current) Section 215–Engaging in penile intercourse with child under 16(current) Section 349–Rape(current) Acts Interpretation Act 1954 (Qld) Section 20– Saving of operation,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 349,https://jade.io/article/529633
3727,653,Section 20–,child under 16(current) Section 349–Rape(current) Acts Interpretation Act 1954 (Qld) Section 20– Saving of operation of repealed Act etc. (current) 11.34.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1954-003,qld,,Acts Interpretation Act 1954 (QLD),Section 20,https://jade.io/article/529695
3750,665,Section 363A–Abduction,s 363A 12.1.1 Legislation [Last reviewed: October 2025] Criminal Code Section 363A–Abduction of child under 16 12.1.2 Commentary [Last reviewed: October 2025],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 363A,https://jade.io/article/529633
3758,668,Section 22–Ignorance,12.2.1 Legislation [Last reviewed: April 2025] Criminal Code Section 363–Child-stealing Section 22–Ignorance of the law—bona fide claim of right Section 391– Definition,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 22,https://jade.io/article/529633
3759,668,Section 391–,363–Child-stealing Section 22–Ignorance of the law—bona fide claim of right Section 391– Definition of stealing 12.2.2 Commentary [Last reviewed: April 2025] Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 391,https://jade.io/article/529633
3775,672,Section 355–Deprivation,s 355 12.3.1 Legislation [Last reviewed: January 2025] Criminal Code Section 355–Deprivation of Liberty 12.3.2 Commentary [Last reviewed: January 2025] The defendant,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 355,https://jade.io/article/529633
3781,674,Section 354–Kidnapping,s 354 12.4.1 Legislation [Last reviewed: December 2024] Criminal Code Section 354–Kidnapping 12.4.2 Commentary [Last reviewed: December 2024] The defendant must have:,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 354,https://jade.io/article/529633
3789,676,Section 354A–Kidnapping,s 354A 12.5.1 Legislation [Last reviewed: December 2024] Criminal Code Section 354A–Kidnapping for Ransom 12.5.2 Commentary [Last reviewed: December 2024] Pursuant to,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 354A,https://jade.io/article/529633
3794,678,Section 359A–,"August 2023) 12.6.1 Legislation [Last reviewed: October 2025] Criminal Code Section 359A– Definitions for unlawful stalking Section 359B– What is unlawful stalking,",https://www.legislation.qld.gov.au/view/html/2023-03-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359A,https://jade.io/article/529633
3795,678,Section 359B–,"October 2025] Criminal Code Section 359A– Definitions for unlawful stalking Section 359B– What is unlawful stalking, intimidation, harassment or abuse Section 359C–",https://www.legislation.qld.gov.au/view/html/2023-03-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359B,https://jade.io/article/529633
3796,678,Section 359C–,"Section 359B– What is unlawful stalking, intimidation, harassment or abuse Section 359C– What is immaterial for unlawful stalking, intimidation, harassment or abuse",https://www.legislation.qld.gov.au/view/html/2023-03-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359C,https://jade.io/article/529633
3797,678,Section 359D–,"What is immaterial for unlawful stalking, intimidation, harassment or abuse Section 359D– Particular conduct which is not unlawful stalking, intimidation, harassment or",https://www.legislation.qld.gov.au/view/html/2023-03-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359D,https://jade.io/article/529633
3798,678,Section 359E–,"conduct which is not unlawful stalking, intimidation, harassment or abuse Section 359E– Punishment of unlawful stalking, intimidation, harassment or abuse Section 359F–",https://www.legislation.qld.gov.au/view/html/2023-03-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359E,https://jade.io/article/529633
3799,678,Section 359F–,"Section 359E– Punishment of unlawful stalking, intimidation, harassment or abuse Section 359F– Court may restrain unlawful stalking, intimidation, harassment or abuse 12.6.2",https://www.legislation.qld.gov.au/view/html/2023-03-22/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359F,https://jade.io/article/529633
3815,683,Section 359A–,"August 2023) 12.7.1 Legislation [Last reviewed: October 2025] Criminal Code Section 359A– Definitions for unlawful stalking Section 359B– What is unlawful stalking,",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359A,https://jade.io/article/529633
3816,683,Section 359B–,"October 2025] Criminal Code Section 359A– Definitions for unlawful stalking Section 359B– What is unlawful stalking, intimidation, harassment or abuse Section 359C–",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359B,https://jade.io/article/529633
3817,683,Section 359C–,"Section 359B– What is unlawful stalking, intimidation, harassment or abuse Section 359C– What is immaterial for unlawful stalking, intimidation, harassment or abuse",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359C,https://jade.io/article/529633
3818,683,Section 359D–,"What is immaterial for unlawful stalking, intimidation, harassment or abuse Section 359D– Particular conduct which is not unlawful stalking, intimidation, harassment or",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359D,https://jade.io/article/529633
3819,683,Section 359E–,"conduct which is not unlawful stalking, intimidation, harassment or abuse Section 359E– Punishment of unlawful stalking, intimidation, harassment or abuse Section 359F–",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359E,https://jade.io/article/529633
3820,683,Section 359F–,"Section 359E– Punishment of unlawful stalking, intimidation, harassment or abuse Section 359F– Court may restrain unlawful stalking, intimidation, harassment or abuse 12.7.2",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 359F,https://jade.io/article/529633
3836,688,Section 398–Punishment,s 398(1) 13.1.1 Legislation [Last reviewed: September 2025] Criminal Code Section 398–Punishment of stealing Section 391–Definition of stealing Section 390–Things capable of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 398,https://jade.io/article/529633
3837,688,Section 391–Definition,[Last reviewed: September 2025] Criminal Code Section 398–Punishment of stealing Section 391–Definition of stealing Section 390–Things capable of being stolen 13.1.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 391,https://jade.io/article/529633
3838,688,Section 390–Things,Criminal Code Section 398–Punishment of stealing Section 391–Definition of stealing Section 390–Things capable of being stolen 13.1.2 Commentary [Last reviewed: September 2025],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 390,https://jade.io/article/529633
3847,693,Section 461–Arson,s 461 13.2.1 Legislation [Last reviewed: May 2025] Criminal Code Section 461–Arson 13.2.2 Commentary [Last reviewed: May 2025] The defendant must have:,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 461,https://jade.io/article/529633
3859,696,Section 462–Endangering,s 462 13.3.1 Legislation [Last reviewed: April 2025] Criminal Code Section 462–Endangering Particular Property by Fire 13.3.2 Commentary [Last reviewed: April 2025],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 462,https://jade.io/article/529633
3865,699,Section 418–Definitions,s 421 13.4.1 Legislation [Last reviewed: September 2024] Criminal Code Section 418–Definitions Section 419–Burglary Section 421 –Entering or being in premises and,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 418,https://jade.io/article/529633
3866,699,Section 419–Burglary,13.4.1 Legislation [Last reviewed: September 2024] Criminal Code Section 418–Definitions Section 419–Burglary Section 421 –Entering or being in premises and committing indictable,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 419,https://jade.io/article/529633
3867,699,Section 421,[Last reviewed: September 2024] Criminal Code Section 418–Definitions Section 419–Burglary Section 421 –Entering or being in premises and committing indictable offences 13.4.2,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 421,https://jade.io/article/529633
3875,700,Schedule 2 Forms 251-254,"Johnson v Western Australia (2009) 40 WAR 116, 122-123 [24]-[27]; Criminal Practice Rules 1999 (Qld), Schedule 2, Forms 251-254. For notes on ‘armed’,‘in company’, and ‘actual violence’, see Benchbook",https://www.legislation.qld.gov.au/view/whole/html/inforce/current/sl-1999-0112,qld,,Criminal Practice Rules 1999 (QLD),Schedule 2 Forms 251,https://jade.io/article/413491
3882,703,Section 391–Punishment,s 409 13.5.1 Legislation [Last reviewed: February 2025] Criminal Code Section 391–Punishment of stealing Section 409–Definition of robbery Section 411–Punishment of robbery,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 391,https://jade.io/article/529633
3883,703,Section 409–Definition,[Last reviewed: February 2025] Criminal Code Section 391–Punishment of stealing Section 409–Definition of robbery Section 411–Punishment of robbery 13.5.2 Commentary [Last reviewed:,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 409,https://jade.io/article/529633
3884,703,Section 411–Punishment,Criminal Code Section 391–Punishment of stealing Section 409–Definition of robbery Section 411–Punishment of robbery 13.5.2 Commentary [Last reviewed: February 2025] The defendant,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 411,https://jade.io/article/529633
3896,705,Section 408C–Fraud,s 408C 13.6.1 Legislation [Last reviewed: December 2024] Criminal Code Section 408C–Fraud 13.6.2 Commentary [Last reviewed: December 2024] The offence of fraud,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 408C,https://jade.io/article/529633
3916,712,Section 415–Extortion,December 2008) 13.7.1 Legislation [Last reviewed: December 2024] Criminal Code Section 415–Extortion 13.7.2 Commentary [Last reviewed: December 2024] The defendant must have:,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 415,https://jade.io/article/529633
3933,715,Section 425–Possession,s 425(1)(c) 13.8.1 Legislation [Last reviewed: March 2025] Criminal Code Section 425–Possession of things used in connection with unlawful entry 13.8.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 425,https://jade.io/article/529633
3941,718,Section 432–What,s 433 13.9.1 Legislation [Last reviewed: March 2025] Criminal Code Section 432–What is tainted property for ch 41 Section 433–Receiving tainted property,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 432,https://jade.io/article/529633
3942,718,Section 433–Receiving,Criminal Code Section 432–What is tainted property for ch 41 Section 433–Receiving tainted property 13.9.2 Commentary [Last reviewed: March 2025] The defendant,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 433,https://jade.io/article/529633
3946,720,Section 488–Forgery,"s 488 13.10.1 Legislation [Last reviewed: February 2025] Criminal Code Section 488–Forgery and uttering Section 643–Intention to injure, deceive or defraud 13.10.2",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 488,https://jade.io/article/529633
3947,720,Section 643–Intention,"[Last reviewed: February 2025] Criminal Code Section 488–Forgery and uttering Section 643–Intention to injure, deceive or defraud 13.10.2 Commentary [Last reviewed: February",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 643,https://jade.io/article/529633
3952,722,Section 458–Unlawful,s 469 13.11.1 Legislation [Last reviewed: March 2025] Criminal Code Section 458–Unlawful acts Section 459–Acts done with intent to defraud Section 469–Wilful,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 458,https://jade.io/article/529633
3953,722,Section 459–Acts,Legislation [Last reviewed: March 2025] Criminal Code Section 458–Unlawful acts Section 459–Acts done with intent to defraud Section 469–Wilful damage 13.11.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 459,https://jade.io/article/529633
3954,722,Section 469–Wilful,Section 458–Unlawful acts Section 459–Acts done with intent to defraud Section 469–Wilful damage 13.11.2 Commentary [Last reviewed: March 2025] The defendant must,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 469,https://jade.io/article/529633
3962,725,Section 22–Ignorance,s 408A 13.12.1 Legislation [Last reviewed: March 2025] Criminal Code Section 22–Ignorance of the law–bona fide claim of right Section 408A–Unlawful use,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 22,https://jade.io/article/529633
3963,725,Section 408A–Unlawful,"Code Section 22–Ignorance of the law–bona fide claim of right Section 408A–Unlawful use or possession of motor vehicles, aircraft or vessels 13.12.2",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 408A,https://jade.io/article/529633
3970,728,Section 408A,"s 408A(1)(b) 13.13.1 Legislation [Last reviewed: January 2025] Criminal Code Section 408A –Unlawful use or possession of motor vehicles, aircraft or vessels",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 408A,https://jade.io/article/529633
3971,728,408A –Unlawful,"408A(1)(b) 13.13.1 Legislation [Last reviewed: January 2025] Criminal Code Section 408A –Unlawful use or possession of motor vehicles, aircraft or vessels 13.13.2",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),408A,https://jade.io/article/529633
3973,730,Section 9–Possessing,Legislation [Last reviewed: December 2024] Drugs Misuse Act 1986 (Qld) Section 9–Possessing dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.1.2 Commentary [Last,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036,qld,,Drugs Misuse Act 1986 (QLD),Section 9,https://jade.io/article/366403
3974,730,Section 4–Definitions,2024] Drugs Misuse Act 1986 (Qld) Section 9–Possessing dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.1.2 Commentary [Last reviewed: December 2024] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036,qld,,Drugs Misuse Act 1986 (QLD),Section 4,https://jade.io/article/366403
3975,730,Section 129–Evidentiary,Misuse Act 1986 (Qld) Section 9–Possessing dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.1.2 Commentary [Last reviewed: December 2024] The defendant must,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036,qld,,Drugs Misuse Act 1986 (QLD),Section 129,https://jade.io/article/366403
4012,734,Section 5–Trafficking,Legislation [Last reviewed: December 2024] Drugs Misuse Act 1986 (Qld) Section 5–Trafficking in dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.2.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036,qld,,Drugs Misuse Act 1986 (QLD),Section 5,https://jade.io/article/366403
4013,734,Section 4–Definitions,Drugs Misuse Act 1986 (Qld) Section 5–Trafficking in dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.2.2 Commentary [Last reviewed: December 2024] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036,qld,,Drugs Misuse Act 1986 (QLD),Section 4,https://jade.io/article/366403
4014,734,Section 129–Evidentiary,Act 1986 (Qld) Section 5–Trafficking in dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.2.2 Commentary [Last reviewed: December 2024] The defendant must,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036,qld,,Drugs Misuse Act 1986 (QLD),Section 129,https://jade.io/article/366403
4031,736,Section 140–Attempting,s 140 15.1.1 Legislation [Last reviewed: March 2025] Criminal Code Section 140–Attempting to pervert justice 15.1.2 Commentary [Last reviewed: March 2025] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 140,https://jade.io/article/529633
4051,739,Section 127–Corruption,s 127 15.2.1 Legislation [Last reviewed: January 2025] Criminal Code Section 127–Corruption of a Witness 15.2.2 Commentary [Last reviewed: January 2025] Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 127,https://jade.io/article/529633
4073,742,Section 129,s 129 15.3.1 Legislation [Last reviewed: January 2025] Criminal Code Section 129 - Damaging evidence with intent 15.3.2 Commentary [Last reviewed: January,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 129,https://jade.io/article/529633
4084,745,Section 142,s 142 15.4.1 Legislation [Last reviewed: January 2025] Criminal Code Section 142 - Escape by persons in lawful custody Section 145A -,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 142,https://jade.io/article/529633
4085,745,Section 145A,Code Section 142 - Escape by persons in lawful custody Section 145A - Sections 141 to 144 do not apply to certain,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 145A,https://jade.io/article/529633
4086,745,Section 145B–Evidence,to 144 do not apply to certain types of custody Section 145B–Evidence of lawful custody 15.4.2 Commentary [Last reviewed: January 2025] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 145B,https://jade.io/article/529633
4099,748,Section 193–False,s 193 15.5.1 Legislation [Last reviewed: January 2025] Criminal Code Section 193–False Verified Statements 15.5.2 Commentary [Last reviewed: January 2025] The defendant,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 193,https://jade.io/article/529633
4104,750,Section 69–Going,s 69 15.6.1 Legislation [Last reviewed: December 2024] Criminal Code Section 69–Going armed so as to cause fear 15.6.2 Commentary [Last reviewed:,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 69,https://jade.io/article/529633
4116,753,Section 87–Official,s 87(1) 15.7.1 Legislation [Last reviewed: March 2025] Criminal Code Section 87–Official corruption 15.7.2 Commentary [Last reviewed: March 2025] Section 87(1)contains two,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 87,https://jade.io/article/529633
4125,756,Section 119–Definitions,s 123 15.8.1 Legislation [Last reviewed: March 2025] Criminal Code Section 119–Definitions for ch 16 Section 123–Perjury Section 123A–Perjury–contradictory statements 15.8.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 119,https://jade.io/article/529633
4126,756,Section 123–Perjury,reviewed: March 2025] Criminal Code Section 119–Definitions for ch 16 Section 123–Perjury Section 123A–Perjury–contradictory statements 15.8.2 Commentary [Last reviewed: March 2025] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 123,https://jade.io/article/529633
4127,756,Section 123A–Perjury–contradictory,2025] Criminal Code Section 119–Definitions for ch 16 Section 123–Perjury Section 123A–Perjury–contradictory statements 15.8.2 Commentary [Last reviewed: March 2025] The defendant must,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 123A,https://jade.io/article/529633
4141,759,Section 119B–Retaliation,"s 119B 15.9.1 Legislation [Last reviewed: March 2025] Criminal Code Section 119B–Retaliation against or intimidation of judicial officer, juror, witness etc 15.9.2",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 119B,https://jade.io/article/529633
4159,766,Section 442A–Definitions,s 442M 15.11.1 Legislation [Last reviewed: March 2025] Criminal Code Section 442A–Definitions Section 442B– Receipt or solicitation of secret commission by an,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 442A,https://jade.io/article/529633
4160,766,Section 442B–,15.11.1 Legislation [Last reviewed: March 2025] Criminal Code Section 442A–Definitions Section 442B– Receipt or solicitation of secret commission by an agent Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 442B,https://jade.io/article/529633
4161,766,Section 442M–,442B– Receipt or solicitation of secret commission by an agent Section 442M– Custom of itself no defence 15.11.2 Commentary [Last reviewed: March,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 442M,https://jade.io/article/529633
4169,773,Section 236–Misconduct,s 236(b) 16.1.1 Legislation [Last reviewed: December 2024] Criminal Code Section 236–Misconduct with regard to corpses 16.1.2 Commentary [Last reviewed: December 2024],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 236,https://jade.io/article/529633
4174,776,Section 229G–Procuring,229G (repealed) 16.2.1 Legislation [Last reviewed: March 2025] Criminal Code Section 229G–Procuring engagement in prostitution 16.2.2 Commentary [Last reviewed: March 2025] The,https://www.legislation.qld.gov.au/view/html/inforce/2023-12-01/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 229G,https://jade.io/article/529633
4184,778,Section 242–,s 242 16.3.1 Legislation [Last reviewed: February 2025] Criminal Code Section 242– Serious animal cruelty 16.3.2 Commentary [Last reviewed: February 2025] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 242,https://jade.io/article/529633
4194,779,Section 29–Immature,s 29 17.1.1 Legislation [Last reviewed: April 2026] Criminal Code Section 29–Immature age 17.1.2 Commentary [Last reviewed: April 2026] Section 29(1)of the,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 29,https://jade.io/article/529633
4217,783,Section 27–,s 28 17.2.1 Legislation [Last reviewed: April 2026] Criminal Code Section 27– Insanity Section 28–Intoxication 17.2.2 Commentary [Last reviewed: April 2026] Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 27,https://jade.io/article/529633
